0,1,2,4,3
Caldera acquired the Unix server software of the original SCO and changed its name to the SCO Group.,"SCO changed its name to Tarantella, and Caldera later changed its name to the SCO Group.",2.5999999046325684,['एस. सी. ओ. ने अपना नाम टारेंटेला में बदल दिया और बाद में कलडेरा ने अपना नाम एस. सी. ओ. समूह में बदल दिया।'],['कलदेरा ने मूल एसको के यूनिक्स सर्वर सॉफ्टवेयर का अधिग्रहण किया और अपना नाम एसको समूह में बदल दिया।']
"Officers threw him to the ground and handcuffed him, and Reyna dropped a knee into his back, according to testimony.","That's when officers threw him to the ground and handcuffed him, according to testimony.",3.25,['गवाही के अनुसार उस समय अधिकारियों ने उसे जमीन पर फेंक दिया और हाथ में बंद कर दिया।'],['गवाही के अनुसार अधिकारियों ने उसे जमीन पर फेंक दिया और हाथ में बंद कर दिया और रेना ने उसकी पीठ में घुटना गिरा दिया।']
"The best-performing stock was Altria Group Inc., which rose more than 27 percent to close at $42.31 a share.","Altria Group Inc. MO.N fell 50 cents, or 1.2 percent, to $41.81.",1.75,['अल्ट्रिया ग्रुप इन्कर्पोरेटिड एमओएन 50 सेंट या 1.2 प्रतिशत गिरकर 41.81 डॉलर हो गया.'],"['सर्वोत्तम निष्पादन वाली स्टाक अल्थरिया ग्रुप इन्कर्पोरेटिड थी, जो प्रति शेयर 42.31 डॉलर पर समाप्त होने के लिए 27 प्रतिशत से अधिक बढ़ गया.']"
"Officials are trying to retrieve the bodies from the water,"" police officer J.D. Tambe told Reuters, adding 26 of the dead were women.","Officials are trying to retrieve the bodies from the water,"" police official J.D. Tambe told Reuters.",3.0,"['अधिकारी पानी से शव निकालने की कोशिश कर रहे हैं,"" पुलिस अधिकारी जे.डी. टैम्बे ने रोटरीटर से कहा।']","['अधिकारी पानी से शव निकालने की कोशिश कर रहे हैं,"" पुलिस अधिकारी जे.डी. टैम्ब ने रोटरीटर से कहा और 26 मृतकों में महिलाएं थीं।']"
"According to market research from The NPD Group, the number of people downloading music dropped from 14.5 million in April to 10.4 million in June.","The number of households acquiring music fell from a high of 14.5 million in April to 12.7 million in May and 10.4 million in June, according to NPD.",3.5,['एनपीडी के अनुसार संगीत प्राप्त करने वाले परिवारों की संख्या अप्रैल में 14.5 मिलियन से मई में 12.7 मिलियन और जून में 10.4 मिलियन तक घट गई।'],"['एनपीडी ग्रुप के बाजार अनुसंधान के अनुसार, संगीत डाउनलोड करने वाले लोगों की संख्या अप्रैल में 14.5 मिलियन से जून में 10.4 मिलियन हो गई।']"
"""This is an easy case in my view and wholly without merit, both factually and legally.""","""This case is wholly without merit, both factually and legally,"" Judge Denny Chin scoffed.",3.25,"['""इस मामले में तथ्यात्मक और कानूनी दोनों रूपों में पूरी तरह से कोई गुणागुण नहीं है,"" न्यायाधीश डेनी चिन ने मसख़रापन किया.']","['""यह मेरे विचार में एक आसान मामला है और पूरी तरह से बिना योग्यता, तथ्यात्मक और कानूनी दोनों तरह से है.""']"
The weather service reported maximum sustained winds of nearly 105 miles an hour with stronger gusts.,"Maximum sustained winds were around 40 mph, with stronger gusts.",2.25,['अधिकतम जारी हवाएं लगभग 40 मी. प्रति घंटे थीं और अधिक तेज gusts के साथ।'],['मौसम सेवा ने लगभग 105 मील प्रति घंटे की अधिकतम स्थायी हवाएं और अधिक तेज हवाएं बतायीं।']
"The WiFi potties were to be unveiled this summer, at music festivals in Britain.",The world's first portal potty was soon to be rolled out at summer festivals in Great Britain.,4.0,['विश्व का पहला पोर्टल पोटी शीघ्र ही ग्रेट ब्रिटेन में ग्रीष्म उत्सवों में लाया जाएगा।'],['इस शीत में ब्रिटेन में संगीत उत्सवों में वाई-पी पोतियों का प्रदर्शन किया जाना था।']
"MEN who drink tea, particularly green tea, can greatly reduce their risk of prostate cancer, a landmark WA study has found.","DRINKING green tea can dramatically reduce the risk of men contracting prostate cancer, a study by Australian researchers has discovered.",4.25,"['ऑस्ट्रेलियाई अनुसंधानकर्ताओं द्वारा किए गए एक अध्ययन के अनुसार, हरी चाय पीना पुरूषों के प्रोस्टेट कैंसर के संक्रमण की जोखिम को नाटकीय रूप से कम कर सकता है।']","['वे लोग जो चाय पीते हैं, विशेषकर हरित चाय पीते हैं, वे प्रोस्टेट कैंसर के जोखिम को काफी कम कर सकते हैं।']"
Forecasters said warnings might go up for Cuba later Thursday.,Watches or warnings could be issued for eastern Cuba later on Thursday.,4.0,['Perşembe के बाद पूर्वी क्यूबा के लिए निगरानी या चेतावनी जारी की जा सकती है।'],['पूर्वानुमानकर्ताओं ने कहा कि कल के बाद कोबा के लिए चेतावनी बढ़ सकती है।']
Shiites make up 20 percent of the country's population.,"Sunnis make up 77 percent of Pakistan's population, Shiites 20 percent.",3.0,"['सुन्नी पाकिस्तान की जनसंख्या का 77 प्रतिशत है, शियाई 20 प्रतिशत।']",['देश की 20 प्रतिशत जनसंख्या शियाई हैं।']
"The CWA, which represents more than 2,300 Comcast employees, called that excessive when a typical union employee makes about $27,000 a year.","The Communications Workers Union, which represents more than 2,300 Comcast employees, called the executive pay package excessive when a typical union employee makes about $27,000 annually.",3.4000000953674316,"['कमकास्ट के 2,300 से अधिक कर्मचारियों का प्रतिनिधित्व करने वाले संचार कर्मकार संघ ने कार्यकारी वेतन पैकेज को अत्यधिक कहा जब कि एक सामान्य यूनियन कर्मचारी सालाना लगभग $27,000 कमाता है.']","['सीडब्ल्यूए, जो 2,300 से अधिक कॉम्कास्ट कर्मचारियों का प्रतिनिधित्व करता है, इसे अत्यधिक कहा है जब कि एक सामान्य यूनियन कर्मचारी साल में लगभग $27,000 कमाता है.']"
"The consumer group generated $4.47 billion of profit and $20 billion of revenue from January to June, 53% of Citigroup's profit and revenue.","It generated $4.47 billion of profit and $20 billion of revenue in the year's first half, 53 percent of Citigroup's totals.",3.799999952316284,"['इसने वर्ष के प्रथम आधा में 4.47 बिलियन अमरीकी लाभ और 20 बिलियन अमरीकी राजस्व अर्जित किया, जो कि सिटी ग्रुप की कुल राशि का 53 प्रतिशत है।']","['उपभोक्ता समूह ने जनवरी से जून तक 4.47 बिलियन डॉलर का लाभ और 20 बिलियन डॉलर का राजस्व अर्जित किया, जो कि सिटी ग्रुप के लाभ और राजस्व का 53 प्रतिशत था।']"
"GALLOWAY TOWNSHIP, N.J. Annika Sorenstam drew the crowds, Michelle Wie got the publicity but Angela Stanford took her first LPGA victory.","GALLOWAY TOWNSHIP, N.J. >> Annika Sorenstam and Michelle Wie drew the crowds, but Angela Stanford took her first LPGA victory.",4.0,['एंजिला स्टैनफोर्ड ने अपनी पहली एलपीजीए जीत हासिल की।'],"['GALLOWAY TOWNSHIP, N.J. Annika Sorenstam ने दर्शकों को आकर्षित किया, Michelle Wie ने प्रचार किया लेकिन Angela Stanford ने अपनी पहली एलपीजीए विजय ले ली.']"
British Airways' New York-to-London runs will end in October.,British Airways plans to retire its seven Concordes at the end of October.,2.5,['ब्रिटिश एयरवेज़ अपनी सात कॉ Concordes को अक्टूबर के अंत में सेवानिवृत्त करने की योजना बना रहा है।'],['ब्रिटिश एयरवेज की न्यूयार्क से लंदन की यात्रा अक्टूबर में समाप्त हो जाएगी।']
"The new policy gives greatest weight to grades, test scores and a student's high school curriculum.","Academic achievement -- including grades, test scores and high school curriculum -- are given the highest priority.",4.5,"['शैक्षिक उपलब्धि -- जिसमें ग्रेड, टेस्ट अंक और हाई स्कूल के पाठ्यक्रम शामिल हैं -- को सर्वोच्च प्राथमिकता दी जाती है।']","['नई नीति में ग्रेड्स, टेस्ट स्कोर और एक छात्र के हाई स्कूल पाठ्यक्रम को सबसे अधिक महत्व दिया जाता है।']"
"The new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by Monday, according to security analysts.","Security analysts said the new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by mid-afternoon on Monday.",4.5,"['सुरक्षा विश्लेषकों ने कहा कि नए संस्करण, W32/Sobig.C-mm, ने Pazartesi के मध्याह्न तक पहले ही एक ""उच्च स्तर की"" प्रकोप स्थिति को प्राप्त कर लिया था।']","['सुरक्षा विश्लेषकों के अनुसार नए संस्करण, W32/Sobig.C-mm, Pazartesi तक पहले से ही एक ""उच्च स्तर"" प्रकोप स्थिति पर पहुंच चुका था।']"
