0,1,2,4,3
NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade.,Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.,3.200000047683716,['अनुसंधानकर्ताओं ने पाया कि आर्कटिक में समुद्री बर्फ हर दशक में 9 प्रतिशत की दर से लुप्त हो रही है।'],['नासा के उपग्रहों के चित्रों से पता चलता है कि आर्कटिक बर्फ एक दशक में लगभग 10 प्रतिशत की दर से कम हो रही है।']
"""Biotech products, if anything, may be safer than conventional products because of all the testing,"" Fraley said, adding that 18 countries have adopted biotechnology.","""Biotech products, if anything, may be safer than conventional products because of all the testing,"" said Robert Fraley, Monsanto's executive vice president.",3.200000047683716,"['सभी परीक्षणों के कारण जैव प्रौद्योगिकी उत्पाद, यदि कुछ भी हो, पारंपरिक उत्पादों से अधिक सुरक्षित हो सकते हैं,""ने Monsanto के कार्यकारी उपाध्यक्ष Robert Fraley कहा.']","['""बायोटेक उत्पाद, यदि कुछ भी हो, सभी परीक्षणों के कारण पारंपरिक उत्पादों से अधिक सुरक्षित हो सकते हैं,"" फ्रैली ने कहा, adding that 18 countries have adopted biotechnology.']"
"A nationally board certified teacher with a master's degree, Kelley makes a salary of $65,000 in his 30th year.","A nationally board certified teacher with a master's degree, Kelley, in his 30th year teaching, makes $65,000.",4.75,"['राष्ट्रीय बोर्ड द्वारा प्रमाणित एक मास्टर डिग्री वाले शिक्षक केले अपनी तीसवीं कक्षा में 65,000 डॉलर कमाते हैं।']","['राष्ट्रीय बोर्ड द्वारा प्रमाणित एक मास्टर डिग्री के साथ एक शिक्षक केले अपने तीसवें वर्ष में 65,000 डॉलर का वेतन कमाता है।']"
"In Vienna, the IAEA said ElBaradei would accept the invitation, although no date had yet been set.","In Vienna, the International Atomic Energy Agency said on Monday ElBaradei had accepted Iran's invitation, but said no date had yet been set.",3.25,"['वाइन में अंतरराष्ट्रीय परमाणु ऊर्जा एजेंसी ने Pazartesi günü कहा कि एलबारादी ने ईरान के निमंत्रण को स्वीकार किया है, लेकिन अभी तक कोई तारीख नहीं तय की गई है।']","['विनय में आई. ए. ए. ए. ने कहा कि एल-बारादी इस निमंत्रण को स्वीकार करेगा, यद्यपि अभी तक कोई तारीख नहीं तय की गई है।']"
"The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months.","The PRC epidemic began in Guandong province in November, but the Communist Party government refused to report truthfully about its spread for four months.",4.25,"['चीन की महामारी नवंबर में गुवांडोंग प्रांत में शुरू हुई, लेकिन कम्युनिस्ट पार्टी सरकार ने चार महीने तक इसके प्रसार के बारे में सच्ची रिपोर्ट देने से इंकार कर दिया।']","['यह महामारी नवंबर में मुख्य भूमि के गुआंगडोंग प्रांत में शुरू हुई, लेकिन चीन की जनता ने चार महीने तक इसके प्रसार के बारे में सच्ची जानकारी देने से इंकार कर दिया।']"
"Druce will face murder charges, Conte said.",Conte said Druce will be charged with murder.,5.0,['कंटे ने कहा कि ड्रूस पर हत्या का आरोप लगाया जाएगा।'],"['ड्रूस पर हत्या का आरोप लगाया जाएगा, कंटे ने कहा।']"
"That compared with $35.18 million, or 24 cents per share, in the year-ago period.",Earnings were affected by a non-recurring $8 million tax benefit in the year-ago period.,1.600000023841858,['पिछले वर्ष की अवधि में आय 8 मिलियन अमरीकी डालर के अद्वितीय कर लाभ से प्रभावित थी।'],['यह वर्ष पूर्व की अवधि में 35.18 मिलियन डॉलर या प्रति शेयर 24 सेंट के मुकाबले है।']
"Nick Markakis, a left-hander from Young Harris Junior College in Georgia, went to the Orioles with the seventh pick.","Next, Baltimore took Nick Markakis, a left-handed pitcher and outfielder from Young Harris Junior College in Georgia.",3.799999952316284,"['इसके बाद, बाल्टिमोर ने निक मार्ककीस को जोर्जिया के यंग हैरिस जूनियर कालेज के एक बाएं हाथ के पिचकर और आउटफिल्डर बना लिया।']",['जॉर्जिया के युवा हैरिस जूनियर कॉलेज के वामपंथी खिलाड़ी निक मार्ककीस सातवें स्थान पर ओरियोल की ओर गए।']
"We remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue.""","Alhart said the governor ""remains hopeful that the city will continue to work with us and engage in good-faith discussions.""",3.5,"['अलहार्ट ने कहा कि गवर्नर ""हमारे साथ काम करने और सद्भावनापूर्ण चर्चाओं में संलग्न होने की उम्मीद रखता है।""']","['हम उम्मीद रखते हैं कि शहर हमारे साथ काम करने के लिए सहमत होगा और इस मुद्दे पर सद्भावनापूर्ण चर्चाओं में संलग्न होगा। ""']"
